country,region,year,water_source_type,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,water_treatment_method,clean_water_access,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,total_disease_cases,risk_level
India,East,2001,River,3.68,6.89,7.49,5.26,24.64,9.58,1347,None,76.64,243,18,22,39.36,2609,61.03,43.27,66.91,916,27.72,570,283,High
USA,Central,2023,Lake,1.67,7.48,1.07,8.52,11.99,2.17,191,Boiling,93.65,52,3,3,16.08,58807,88.28,82.29,93.89,866,11.98,47,58,Low
Mexico,North,2022,Spring,0.81,7.09,0.66,8.11,12.82,0.63,10,Chlorination,93.24,22,0,2,17.11,10066,73.57,77.5,99.5,925,23.41,85,24,Low
Mexico,Central,2001,Lake,1.86,7.22,2.35,7.28,14.07,4.45,159,Boiling,95.37,54,0,5,17.63,11455,73.21,76.45,85.12,1067,20.73,48,59,Low
Ethiopia,East,2005,Tap,2.17,6.82,1.7,7.85,15.87,5.78,267,None,49.65,173,2,17,66.06,1292,35.53,26.63,42.13,1120,21.36,115,192,High
Ethiopia,West,2018,Well,1.37,6.55,1.72,7.96,13.21,2.2,50,Chlorination,59.6,51,1,8,58.89,1268,42.39,23.4,54.11,883,22.12,216,60,Medium
India,Central,2007,River,2.66,6.34,2.89,5.61,21.98,6.15,443,Chlorination,72.79,107,7,14,41.33,2308,54.74,38.05,67.36,1057,26.18,378,128,High
India,South,2002,Tap,1.28,7.44,1.62,7.28,14.44,1.13,27,Boiling,76.99,30,1,5,32.96,2688,57.52,37.72,73.85,1069,28.29,430,36,Low
USA,North,2013,Tap,0.69,6.86,0.15,9.9,12.4,0.3,4,Boiling,94.33,11,0,0,4.88,49817,84.93,81.92,94.07,821,9.14,25,11,Low
Ethiopia,North,2024,Spring,1.78,7.18,1.53,8.89,13.86,5.66,44,Chlorination,49.69,60,1,5,63.07,1161,35.96,15.0,44.92,805,19.3,153,66,Medium
Indonesia,South,2015,Lake,2.33,7.08,2.54,6.67,21.56,2.26,193,Chlorination,80.53,65,7,7,34.08,5120,62.62,56.39,77.82,2374,28.32,166,79,Medium
Indonesia,South,2000,River,2.74,7.23,3.1,7.14,24.85,4.69,236,Chlorination,78.68,124,1,11,28.2,4937,66.61,60.94,81.73,2110,26.19,148,136,High
USA,Central,2020,Tap,0.48,7.19,0.15,9.36,6.59,0.05,3,Boiling,99.7,5,1,2,7.77,58738,88.76,80.52,99.5,912,11.83,29,8,Low
Indonesia,South,2002,Spring,1.3,6.96,1.65,7.49,20.42,2.34,78,Filtration,85.48,76,3,2,29.66,5065,59.67,62.12,80.62,2238,24.44,153,81,Medium
Pakistan,West,2021,River,3.35,7.4,6.14,6.6,18.77,7.61,1195,None,74.58,149,8,14,69.93,1930,54.22,50.83,69.19,377,24.12,274,171,High
Brazil,East,2017,Lake,2.66,6.76,7.96,6.53,22.43,6.64,684,None,90.99,138,5,8,18.3,9266,80.63,91.53,74.99,2553,22.41,29,151,High
USA,South,2008,Tap,1.02,7.49,0.96,8.15,11.45,2.28,14,Boiling,94.67,19,3,1,10.94,53058,86.02,88.31,89.69,980,13.5,39,23,Low
USA,South,2005,Pond,1.56,6.63,0.56,9.16,11.47,4.0,128,Chlorination,92.84,46,1,4,9.97,43875,98.33,77.08,88.91,789,12.35,32,51,Low
China,West,2022,Tap,0.86,7.01,0.83,9.52,12.78,2.36,3,None,97.61,20,0,1,6.16,13883,72.92,67.81,89.34,1102,12.28,92,21,Low
Nigeria,North,2020,Tap,2.59,6.95,2.81,6.46,18.86,3.94,354,None,59.81,111,2,11,74.78,2150,47.0,57.09,52.96,1634,28.59,229,124,Medium
Nigeria,North,2024,River,2.85,6.67,5.26,5.06,17.78,9.69,1034,None,56.14,206,10,19,80.44,2110,50.17,52.97,48.57,1029,23.44,220,235,High
Pakistan,Central,2000,River,2.4,6.14,5.81,6.21,20.89,7.36,505,None,72.65,226,8,14,72.69,1668,56.55,35.69,64.54,622,23.66,256,248,High
Ethiopia,West,2020,River,2.58,7.07,2.18,6.94,18.26,4.59,198,Chlorination,55.46,101,2,11,59.83,1438,54.46,21.78,38.24,938,17.11,147,114,Medium
India,East,2009,River,2.18,6.77,2.18,7.76,21.64,5.94,577,Boiling,75.65,112,6,5,34.04,2476,55.36,37.99,72.15,1086,25.0,515,123,Medium
India,East,2005,Spring,0.59,7.16,0.46,8.24,15.4,6.19,66,Chlorination,83.6,44,1,6,35.9,2950,61.54,33.0,74.41,770,26.38,676,51,Low
Bangladesh,West,2022,Well,1.65,7.14,2.09,7.45,20.46,3.67,173,Chlorination,78.29,105,1,8,32.26,2881,57.29,41.3,75.05,1646,27.92,1312,114,Medium
Pakistan,East,2011,Spring,2.62,6.76,2.46,7.55,18.84,4.19,203,None,72.07,96,6,8,64.99,1654,59.75,37.62,64.65,448,21.64,225,110,Medium
USA,North,2003,Tap,0.99,7.05,0.63,8.35,10.63,2.32,35,None,93.33,15,0,1,6.63,48466,87.73,90.16,98.86,1212,14.23,28,16,Low
Pakistan,East,2012,Spring,1.39,7.41,1.14,7.44,10.92,5.21,82,Chlorination,65.88,55,1,5,66.27,1781,56.14,41.61,63.57,473,20.93,200,61,Medium
Pakistan,East,2016,Lake,1.89,6.98,1.04,7.57,15.28,6.13,226,Chlorination,81.87,58,4,2,64.74,1988,52.9,42.0,74.43,462,26.35,320,64,Medium
Pakistan,West,2007,Pond,2.13,7.36,3.5,6.46,16.96,6.79,345,Chlorination,65.5,92,5,13,65.91,1697,50.62,37.3,67.87,503,27.85,286,110,Medium
Nigeria,West,2019,River,3.32,7.71,4.18,6.64,19.56,10.46,687,Filtration,59.79,244,6,31,77.25,2331,45.35,50.26,55.01,1285,27.09,165,281,High
Pakistan,East,2002,Lake,3.0,6.27,5.5,5.6,22.61,8.34,610,None,66.05,271,12,28,69.42,1570,51.48,37.31,63.81,442,21.7,313,311,High
Brazil,South,2011,Pond,2.87,7.06,5.24,6.08,22.11,3.2,518,Boiling,94.34,73,2,10,16.78,9054,72.88,87.95,75.58,1898,25.96,19,85,Medium
India,West,2006,Lake,2.23,6.81,2.68,6.06,19.04,4.35,318,Boiling,76.69,86,1,11,41.1,2850,52.52,37.6,76.94,1082,23.93,593,98,Medium
Bangladesh,Central,2011,Tap,1.65,7.12,0.6,7.04,18.75,3.25,84,Boiling,67.79,52,0,6,35.95,2974,61.37,36.97,76.11,2267,28.12,1230,58,Low
Brazil,Central,2001,River,2.31,6.37,1.74,6.96,18.94,4.27,239,Filtration,80.06,125,3,9,22.83,8359,60.53,90.92,84.51,1853,26.96,21,137,High
Bangladesh,North,2023,Lake,2.53,6.51,4.19,6.78,23.86,4.4,377,Filtration,76.04,151,3,8,35.58,3149,60.5,44.1,69.18,1974,25.38,949,162,High
China,East,2013,Tap,0.81,7.19,0.45,8.51,11.72,1.48,8,Boiling,90.05,11,0,0,12.1,13145,80.33,67.99,92.63,881,14.42,126,11,Low
Bangladesh,South,2021,River,3.52,7.46,5.1,6.41,25.26,5.56,675,Boiling,73.01,120,13,21,40.38,2633,53.64,42.19,71.04,1982,24.61,916,154,High
India,North,2022,Well,1.68,7.55,1.95,7.84,17.45,6.01,131,Boiling,73.31,63,1,9,40.02,2921,64.56,35.6,70.03,1072,25.81,289,73,Medium
India,East,2004,Tap,1.23,6.61,0.15,7.93,13.22,3.07,14,Chlorination,76.33,36,0,4,37.81,2500,55.14,41.58,72.61,1079,28.08,507,40,Low
Pakistan,West,2008,Spring,1.96,7.13,3.71,6.7,12.38,4.64,220,None,63.25,94,1,11,67.9,1665,57.68,39.87,69.04,513,26.24,388,106,Medium
Mexico,Central,2020,River,1.98,6.68,3.42,7.47,12.37,3.26,334,Filtration,94.69,53,2,8,20.18,11478,81.79,86.66,95.58,844,22.07,75,63,Medium
China,South,2010,Lake,0.83,6.79,1.24,8.49,10.26,3.82,104,Filtration,91.01,38,0,3,13.28,12084,81.77,70.71,87.95,834,14.86,171,41,Low
USA,Central,2004,Pond,2.16,7.17,1.84,8.14,9.97,4.79,323,Chlorination,96.31,51,1,1,10.9,51562,88.95,85.82,92.44,969,11.74,25,53,Low
Indonesia,West,2002,Lake,1.92,6.63,2.66,7.37,19.91,4.42,261,Filtration,79.03,77,2,10,30.39,4105,69.79,53.89,73.47,2128,27.08,106,89,Medium
Bangladesh,East,2016,Spring,2.05,7.19,2.16,6.9,25.91,2.78,172,Boiling,69.95,72,1,3,34.11,2878,52.52,37.09,72.69,2406,24.15,717,76,Medium
Mexico,West,2001,Spring,1.01,7.13,0.95,6.83,10.15,1.99,69,Filtration,84.56,30,1,3,21.81,10042,71.32,83.76,87.13,574,23.02,106,34,Low
Pakistan,West,2023,Lake,1.48,7.91,0.89,7.36,15.14,2.0,251,Chlorination,78.59,34,0,5,68.3,1911,62.23,34.98,60.81,444,23.89,353,39,Low
Nigeria,Central,2000,Pond,4.08,6.99,8.94,5.66,21.93,14.15,1344,None,56.07,305,19,39,85.04,2250,42.83,57.31,44.53,1190,28.97,220,363,High
USA,South,2006,River,1.71,6.89,2.52,6.85,14.7,2.97,217,Boiling,97.97,41,3,6,4.93,55227,91.16,84.69,99.5,1061,17.17,53,50,Low
Ethiopia,West,2013,Tap,1.09,7.66,0.19,7.91,15.18,3.82,9,Filtration,54.81,57,1,2,63.82,1096,38.06,15.0,44.05,718,18.77,153,60,Medium
Mexico,Central,2004,Spring,0.15,6.81,0.66,8.83,13.49,1.89,13,Boiling,97.38,19,0,0,11.43,11415,73.68,83.37,91.81,1024,22.4,59,19,Low
Nigeria,South,2018,Spring,2.65,7.21,4.62,6.84,16.99,8.08,658,None,60.21,174,11,26,80.74,2024,50.1,52.2,40.61,1117,26.47,247,211,High
China,East,2010,Spring,0.19,7.24,1.11,8.83,10.41,1.74,6,Filtration,90.58,10,0,3,7.14,12086,76.26,65.51,91.7,1109,14.8,126,13,Low
Pakistan,East,2022,Pond,3.18,6.25,2.88,6.59,17.83,4.5,527,Boiling,71.75,152,3,14,64.0,1924,47.35,32.79,71.1,590,27.47,250,169,High
USA,North,2024,Well,0.71,8.02,1.17,8.99,6.73,3.73,12,Chlorination,88.66,14,1,1,12.44,49706,81.61,84.1,83.42,924,16.23,38,16,Low
USA,Central,2001,Pond,1.9,6.97,3.23,7.76,15.15,5.0,264,Chlorination,99.7,61,0,4,6.83,54686,99.0,81.84,97.78,962,14.08,62,65,Medium
USA,South,2007,River,3.5,7.12,3.14,7.89,17.72,7.29,417,None,98.86,79,3,6,5.46,54788,88.44,84.91,85.19,995,7.54,56,88,Medium
China,West,2008,River,2.53,7.17,4.12,6.49,16.02,9.42,1020,None,88.99,138,6,6,12.01,13529,81.28,69.02,89.25,1021,16.66,168,150,High
Bangladesh,East,2002,River,3.59,7.01,5.87,5.7,30.55,6.77,1072,None,71.2,216,10,28,46.12,2628,58.84,35.15,72.23,2105,29.03,1088,254,High
Ethiopia,South,2001,River,1.48,6.34,2.34,8.18,12.84,5.59,277,Filtration,46.78,108,5,15,61.54,1197,43.71,20.36,41.93,710,19.24,112,128,High
China,Central,2006,River,2.9,6.62,4.78,7.91,20.05,7.82,771,None,90.53,150,3,12,14.3,11737,71.86,56.94,84.41,1257,14.35,134,165,High
Indonesia,North,2004,Lake,2.43,6.51,4.33,7.33,20.87,3.81,227,Filtration,82.85,89,7,11,28.1,4518,60.72,60.91,76.98,2811,24.97,187,107,Medium
Ethiopia,East,2020,Spring,0.64,7.01,2.04,9.07,12.2,3.81,62,Boiling,54.27,58,1,4,61.74,1252,44.89,22.07,39.18,1056,17.79,108,63,Medium
India,South,2004,Pond,3.2,7.06,4.36,6.13,26.14,7.4,790,Chlorination,77.73,224,11,25,41.75,2432,51.26,46.06,67.02,955,30.64,577,260,High
Pakistan,South,2019,Lake,1.64,6.73,2.66,6.13,14.61,5.94,249,Boiling,67.55,114,2,13,66.02,1946,49.4,42.3,63.04,403,26.15,216,129,High
China,South,2012,Pond,2.49,7.07,4.68,7.2,19.01,8.72,583,Chlorination,90.31,132,0,8,17.13,12688,83.5,58.24,91.89,1197,13.46,132,140,High
Nigeria,Central,2020,Well,3.42,6.7,6.08,4.88,22.77,7.1,645,None,65.45,179,10,19,70.44,2375,49.04,61.12,50.25,1302,27.61,277,208,High
Ethiopia,Central,2019,Tap,1.02,6.99,1.51,7.24,10.7,4.56,70,Boiling,53.46,61,1,4,58.85,1393,48.35,25.9,43.35,857,21.13,132,66,Medium
Indonesia,Central,2005,Spring,2.24,6.78,1.56,7.43,19.36,2.45,249,Boiling,79.4,64,2,7,32.48,5078,57.57,63.86,82.02,2637,27.7,191,73,Medium
India,West,2019,Well,1.99,6.7,3.7,7.58,18.41,4.02,625,None,74.44,136,5,12,42.3,2570,55.36,33.61,73.57,1228,23.57,399,153,High
Bangladesh,South,2017,Lake,2.27,7.37,3.42,6.32,26.43,2.53,370,Boiling,75.54,108,2,12,35.06,3023,48.81,45.92,70.31,2396,28.63,1043,122,Medium
Nigeria,East,2024,Tap,1.41,7.21,0.4,7.61,15.21,4.58,40,Filtration,68.25,42,1,0,73.71,2456,49.57,61.47,50.69,1175,27.87,280,43,Low
Ethiopia,Central,2001,Well,0.35,7.19,0.15,9.47,10.72,3.73,7,Chlorination,56.45,22,0,3,55.38,1268,44.56,19.89,39.9,890,19.29,116,25,Low
Pakistan,Central,2024,Pond,3.11,6.67,7.74,5.32,21.42,8.39,1278,None,73.91,182,7,28,63.4,2145,62.69,45.8,59.63,576,22.84,345,217,High
Nigeria,South,2005,Tap,1.0,6.98,1.1,7.83,14.65,1.44,15,Filtration,61.35,42,1,4,73.26,2015,38.14,46.9,53.58,1735,27.67,198,47,Low
India,Central,2008,Pond,3.0,6.35,4.3,6.67,24.8,8.21,607,Filtration,78.97,155,5,13,35.33,2627,60.87,37.45,70.37,1381,24.28,518,173,High
Nigeria,West,2024,Well,2.71,7.01,6.53,5.35,20.14,6.05,1313,None,66.65,138,12,26,81.46,2452,57.0,47.06,51.46,836,26.61,213,176,High
Brazil,West,2002,Lake,1.91,7.14,3.41,5.42,18.73,6.08,413,Boiling,94.56,71,1,9,27.4,8525,66.34,92.4,76.51,1877,23.34,20,81,Medium
Mexico,Central,2000,Pond,1.84,7.16,3.53,7.89,7.7,6.28,645,Chlorination,85.14,73,3,5,19.62,9349,72.75,81.23,90.09,662,21.23,61,81,Medium
Bangladesh,South,2000,Tap,1.46,7.56,0.15,7.95,19.78,2.1,7,Filtration,72.44,32,1,3,33.94,2432,52.17,37.31,60.2,2212,27.41,987,36,Low
India,South,2018,Well,1.27,6.86,2.21,7.67,18.77,4.64,40,Boiling,75.66,60,3,2,41.31,2462,56.27,33.92,65.02,1245,27.04,327,65,Medium
Nigeria,South,2004,Pond,4.08,7.03,11.43,4.85,23.45,11.35,2966,None,54.6,424,33,53,81.3,2064,41.49,60.51,48.42,831,29.69,175,510,High
Mexico,North,2012,Lake,1.85,6.91,3.19,7.64,13.93,6.96,792,None,96.21,64,1,3,17.87,10694,75.78,84.62,98.84,739,17.37,59,68,Medium
Mexico,Central,2018,Spring,0.64,7.06,0.15,9.4,7.11,2.42,3,Chlorination,89.87,14,0,0,10.56,10027,80.92,79.4,90.69,667,24.96,59,14,Low
Nigeria,South,2011,Lake,3.65,6.95,9.11,5.42,24.88,9.86,1459,None,50.91,254,30,26,75.01,1852,37.1,58.21,47.19,1017,29.42,216,310,High
Pakistan,West,2015,Lake,1.84,7.72,1.6,6.84,15.79,5.67,291,Chlorination,70.38,81,2,11,60.31,1978,56.03,44.31,70.29,588,27.05,247,94,Medium
Brazil,East,2024,Spring,2.55,7.63,2.46,6.86,22.1,6.5,415,None,90.79,79,3,13,19.95,9523,59.18,96.0,80.7,2147,24.54,28,95,Medium
China,East,2024,Lake,3.04,7.31,4.06,6.82,20.23,8.72,694,None,88.4,98,7,13,12.78,13284,72.82,63.56,92.89,955,13.22,119,118,Medium
Brazil,South,2018,Spring,1.57,6.64,2.12,7.19,19.1,1.96,141,Filtration,89.61,55,3,2,27.11,8151,70.52,82.37,74.45,2226,23.94,37,60,Medium
Nigeria,East,2002,Spring,1.64,6.85,0.58,7.23,16.99,4.01,66,Boiling,52.86,95,1,4,73.38,2058,39.09,54.1,43.61,1280,27.57,193,100,Medium
Bangladesh,East,2011,Pond,3.31,6.88,6.71,5.19,27.07,9.21,862,Filtration,68.92,222,10,27,39.36,3000,56.98,41.82,74.0,2163,29.74,1277,259,High
China,North,2004,Pond,2.62,6.81,3.66,6.83,13.36,3.96,346,Chlorination,88.58,76,1,10,20.03,11835,70.47,63.23,92.36,1284,14.07,179,87,Medium
India,West,2001,Spring,1.52,7.17,1.9,7.37,11.26,1.16,101,Filtration,78.35,62,1,4,39.03,2441,57.62,38.71,66.33,951,26.16,360,67,Medium
Brazil,West,2021,Well,2.15,7.03,2.91,7.44,18.12,4.14,216,None,94.23,73,2,7,22.57,10489,77.74,91.34,77.96,1872,21.61,27,82,Medium
Nigeria,North,2006,Tap,1.69,7.25,3.1,7.1,15.73,7.01,384,None,58.17,131,3,15,76.47,2045,41.11,53.69,44.17,995,25.52,333,149,High
Brazil,North,2012,Well,1.4,6.78,0.89,7.63,9.23,2.46,95,Boiling,95.75,30,1,9,23.11,8055,77.74,89.4,74.5,1904,20.05,16,40,Low
China,East,2024,Spring,1.17,7.47,0.27,9.36,14.2,3.67,18,Chlorination,95.3,27,0,3,8.75,13899,76.33,71.72,90.31,1252,14.39,162,30,Low
Indonesia,Central,2014,Tap,2.69,6.44,1.98,6.92,24.92,7.73,280,None,75.11,117,2,4,33.99,4498,61.04,48.71,76.58,2115,27.53,185,123,Medium
Ethiopia,East,2021,Pond,3.59,6.8,5.71,5.88,21.41,8.23,1036,Boiling,54.68,172,18,40,66.7,1166,46.24,30.47,39.05,1135,20.79,75,230,High
Brazil,North,2002,Tap,1.22,7.47,0.15,8.39,13.75,3.21,5,Boiling,89.6,22,0,1,14.89,8189,68.91,88.29,85.57,1837,23.94,18,23,Low
India,West,2020,Spring,2.23,7.43,2.66,7.12,14.26,5.69,478,None,73.09,94,8,13,40.79,2438,54.38,41.05,68.49,667,20.82,384,115,Medium
India,East,2019,Pond,4.31,6.4,8.81,5.61,25.83,8.15,2574,None,70.39,342,15,29,40.2,2403,60.18,37.01,64.55,1012,23.69,445,386,High
USA,Central,2004,Tap,0.35,6.94,1.32,9.05,5.74,0.66,3,Chlorination,88.03,6,0,1,5.74,52156,88.15,78.04,86.58,720,11.35,26,7,Low
Brazil,East,2023,Tap,0.64,6.55,0.58,8.75,13.72,2.68,3,Boiling,93.56,24,0,1,15.67,9337,72.61,86.06,80.81,1355,25.45,26,25,Low
Ethiopia,South,2007,Well,1.24,6.73,1.34,7.54,13.85,6.78,128,Boiling,54.57,100,0,14,61.21,1144,45.36,16.33,45.75,839,19.82,103,114,Medium
Pakistan,East,2021,Tap,0.51,7.17,0.15,7.81,8.6,2.22,3,Boiling,72.81,17,0,1,62.58,1812,51.52,46.33,74.87,548,25.59,303,18,Low
Mexico,North,2000,Spring,0.53,7.25,1.3,8.69,8.23,0.27,20,Chlorination,96.86,20,1,0,14.54,10485,76.52,88.12,84.1,865,17.62,57,21,Low
Ethiopia,West,2007,River,2.52,8.24,3.98,6.19,15.4,7.87,485,Boiling,51.14,182,10,19,67.49,1087,43.21,19.76,44.62,703,19.04,171,211,High
Mexico,West,2023,River,2.38,6.84,2.63,7.13,18.34,4.47,456,Filtration,94.52,77,3,8,17.51,10358,76.15,77.05,85.84,731,22.51,87,88,Medium
Mexico,North,2017,River,2.26,5.97,3.74,6.3,13.47,4.65,479,Filtration,99.7,73,2,6,14.65,11594,71.5,88.45,98.17,652,23.23,48,81,Medium
Indonesia,South,2019,Spring,2.54,7.2,1.49,6.85,18.43,4.31,146,Boiling,83.43,89,0,8,27.81,5111,64.71,63.62,69.55,1957,27.88,119,97,Medium
USA,North,2015,River,1.73,7.08,3.5,8.63,14.38,4.69,151,Filtration,95.05,50,2,2,9.83,52023,92.4,82.0,99.5,711,11.02,39,54,Low
Ethiopia,East,2017,Well,1.77,7.38,2.23,7.33,15.1,5.85,181,Filtration,60.32,93,2,7,57.11,1315,40.58,27.67,38.03,835,19.65,113,102,Medium
Ethiopia,North,2019,Spring,0.31,7.1,0.88,8.46,9.75,0.05,3,Chlorination,56.07,21,0,1,58.64,1193,36.93,35.09,43.02,870,18.45,122,22,Low
Indonesia,North,2011,Pond,3.32,6.68,6.14,6.09,27.81,4.09,965,Boiling,75.98,233,9,21,27.72,4933,62.31,54.86,84.4,2669,27.5,101,263,High
Brazil,South,2012,Spring,0.23,6.61,0.76,8.18,13.9,0.81,14,Chlorination,84.86,24,0,0,22.72,8741,74.47,81.6,87.34,2369,21.89,28,24,Low
Brazil,East,2012,Spring,1.92,6.98,2.59,7.62,17.92,6.08,129,Boiling,86.68,63,1,3,26.32,8198,61.86,80.08,76.97,2063,27.09,34,67,Medium
Brazil,Central,2009,Tap,1.27,7.1,2.03,6.98,13.77,3.35,116,None,95.71,41,1,2,19.37,9385,75.38,89.54,76.65,1573,27.14,40,44,Low
Bangladesh,Central,2006,Tap,1.9,7.01,3.07,7.37,24.02,5.31,111,Filtration,79.89,98,6,7,38.12,2591,50.35,44.76,65.79,2718,27.98,1700,111,Medium
Mexico,West,2024,Tap,0.89,5.94,1.26,8.04,8.17,2.62,3,Chlorination,96.46,13,1,2,20.01,10169,72.05,83.21,81.58,755,21.17,60,16,Low
Bangladesh,North,2013,Lake,2.07,7.17,0.65,6.78,18.97,3.43,142,Chlorination,68.88,43,1,9,37.07,3050,52.74,45.17,67.18,1403,26.97,1158,53,Low
USA,West,2023,Well,1.08,7.15,1.63,8.12,9.66,2.11,111,None,97.19,19,0,2,6.16,62219,97.12,86.73,99.5,912,10.15,36,21,Low
Indonesia,South,2015,Spring,2.8,6.25,3.11,6.53,27.17,7.43,332,None,78.93,157,4,12,27.83,5032,70.64,50.86,69.86,2873,25.07,122,173,High
Ethiopia,Central,2014,Spring,1.41,7.01,2.08,7.45,9.34,2.42,150,Filtration,58.29,64,2,14,62.21,1139,45.01,21.15,45.04,774,23.16,129,80,Medium
Mexico,North,2011,Tap,0.81,7.35,0.15,8.41,10.82,1.97,3,Filtration,89.04,15,0,2,14.84,10139,80.39,76.75,90.75,666,20.09,77,17,Low
Bangladesh,South,2008,Spring,1.61,7.25,3.08,7.69,18.78,4.15,146,Boiling,72.84,88,1,2,39.76,2569,49.73,43.45,68.56,1825,24.6,1406,91,Medium
Bangladesh,South,2007,Pond,2.51,6.42,4.29,7.1,24.24,8.0,483,Boiling,68.42,162,7,23,42.85,2362,56.94,37.78,60.77,2832,26.02,1381,192,High
Nigeria,North,2017,Spring,1.94,6.98,2.38,7.27,20.59,5.15,260,None,56.45,186,9,14,79.28,2153,48.42,52.91,54.96,1081,26.2,244,209,High
Bangladesh,South,2022,River,2.75,6.5,3.46,6.76,28.57,6.86,676,Filtration,80.88,170,4,14,33.83,3321,61.24,37.72,73.71,2263,26.03,980,188,High
Pakistan,North,2017,Pond,2.54,7.35,2.34,6.86,16.08,6.42,444,Filtration,76.82,95,4,7,74.7,1773,56.98,40.29,62.68,565,24.72,371,106,Medium
Ethiopia,North,2012,Pond,3.12,7.02,6.12,7.27,21.17,8.13,742,None,52.02,228,15,17,68.47,1055,39.43,25.49,37.2,637,17.12,104,260,High
Pakistan,East,2017,Spring,1.01,6.55,2.33,8.11,13.63,5.21,126,None,63.04,72,5,5,64.75,1802,68.39,37.32,68.43,416,19.7,451,82,Medium
Ethiopia,West,2014,Lake,1.54,7.45,1.61,8.57,8.94,4.31,79,Chlorination,52.75,65,1,9,63.59,1058,53.39,23.48,37.12,627,14.3,93,75,Medium
Indonesia,South,2003,Tap,2.1,6.81,3.08,6.89,18.33,3.02,228,None,77.05,58,1,7,32.29,4350,66.97,53.84,86.67,2468,25.64,194,66,Medium
Ethiopia,South,2016,Well,2.01,6.78,0.49,8.8,17.06,7.71,16,Chlorination,63.69,34,0,3,59.67,1247,49.96,24.33,45.05,934,17.39,142,37,Low
Pakistan,East,2004,Well,1.19,7.47,2.52,7.98,16.53,4.09,173,Boiling,70.05,65,1,4,63.37,1587,48.79,33.71,60.77,506,25.49,218,70,Medium
Ethiopia,East,2021,River,3.13,6.37,6.53,6.49,17.72,9.43,913,None,50.52,261,18,31,67.34,1193,38.98,24.76,32.89,817,19.36,121,310,High
Indonesia,East,2015,Well,3.43,6.94,4.35,5.82,22.51,7.49,729,None,76.49,149,4,13,36.96,4847,58.95,60.13,68.96,1601,26.84,189,166,High
Indonesia,Central,2008,Well,2.44,7.02,4.04,7.31,19.86,6.63,450,None,81.63,100,5,11,26.61,4972,63.85,56.21,74.85,2047,24.97,103,116,Medium
USA,Central,2009,Tap,0.64,6.71,1.37,8.1,6.96,0.2,3,Chlorination,94.47,10,0,0,6.13,57375,86.03,85.33,99.5,711,17.3,37,10,Low
Ethiopia,Central,2023,Tap,1.76,6.86,1.75,8.37,19.38,4.38,88,None,58.33,64,3,11,62.3,1260,49.41,21.56,42.09,888,18.05,104,78,Medium
Nigeria,North,2017,Lake,4.2,6.76,8.16,4.83,24.71,9.64,2084,None,63.78,360,15,24,74.65,2254,55.19,55.2,45.97,1565,27.32,246,399,High
Brazil,South,2016,River,2.28,7.12,3.44,6.15,17.75,3.82,415,Filtration,88.22,90,5,7,23.05,10198,73.34,89.63,79.4,1915,24.62,23,102,Medium
India,West,2017,Well,1.22,7.04,0.44,7.07,15.24,3.22,93,Filtration,81.82,30,2,2,36.09,3138,65.9,39.11,83.62,1221,24.37,390,34,Low
Indonesia,North,2006,Lake,2.72,7.42,1.77,8.27,25.31,7.67,250,Filtration,78.51,118,1,11,30.15,4586,58.15,57.19,80.6,2578,24.37,232,130,High
China,South,2003,River,2.41,7.06,4.31,7.9,19.5,4.63,1443,None,96.99,105,2,10,16.18,13639,78.22,66.98,92.86,1111,13.7,131,117,Medium
Brazil,South,2004,Pond,3.29,6.81,4.78,6.34,22.78,7.24,704,Filtration,82.89,155,2,16,20.36,8203,65.37,87.13,79.15,2446,22.03,24,173,High
Mexico,East,2022,Well,1.31,6.71,1.41,7.07,14.13,5.34,103,Boiling,95.64,48,0,3,17.8,11821,71.39,78.21,93.98,797,20.32,67,51,Low
Ethiopia,East,2015,Well,2.28,7.05,1.65,7.0,18.65,8.57,143,Filtration,53.96,129,2,5,62.27,1111,42.24,19.23,38.74,932,17.67,154,136,High
Pakistan,North,2002,Tap,1.33,7.74,1.28,6.98,11.52,3.65,161,None,62.91,55,3,5,76.12,1556,54.14,31.04,60.1,418,24.84,311,63,Medium
India,East,2017,Spring,1.67,7.09,1.73,7.64,9.33,2.57,56,Filtration,75.37,27,1,4,34.82,2777,65.75,43.06,77.87,1059,26.54,664,32,Low
China,South,2022,River,2.27,7.54,2.85,7.04,17.93,7.48,261,Filtration,89.25,59,1,8,12.9,12539,77.78,64.35,84.73,1004,16.43,164,68,Medium
Brazil,East,2020,Well,2.12,7.83,0.15,7.39,12.35,4.61,103,Filtration,90.83,34,1,7,17.6,10162,80.88,87.27,85.69,1534,27.47,24,42,Low
Ethiopia,Central,2013,River,2.76,6.67,3.94,6.75,12.6,7.66,466,Boiling,46.95,163,5,17,61.79,1135,41.09,23.02,48.64,645,20.46,108,185,High
USA,East,2014,Lake,1.17,6.97,1.43,8.39,11.82,2.63,146,Boiling,95.64,28,3,1,6.11,57537,94.06,82.4,97.65,1106,14.41,50,32,Low
Mexico,South,2016,Lake,1.17,7.07,1.07,8.04,9.94,1.39,84,Chlorination,96.46,28,1,4,21.74,10279,80.23,84.01,95.01,850,17.34,71,33,Low
